Sample,Type,Latitude,Longitude,Beach/Well,Type,Fit,Family,Rank,PDBx,Ts/Tm,C26/Tet,C28/C29,PAH-RI,SC2D/SC2P,SC3D/SC3P,C28/C29TT,C20/C23TT,C22/C21TT,C24/C23TT,C26/C25TT,C31S/H,C29H/H,C35/C34S hopanes,BNH/H,OI/H,G/H,C29Ts/C29H
04-11,Seep,34.45003,-120.4905,Point Conception,New,n/a,0,> 5,-23.1,0.23,3.5,0,46,0.94,2.4,0.88,0.16,0.47,0.42,0.73,0.64,1.09,1.9,1.4,0.05,0.17,0.08
04-12,Seep,34.44711,-120.49042,Point Conception,New,n/a,0,> 6,-23.3,0.23,3.3,0,53,1.1,2.3,0.88,0.16,0.51,0.42,0.74,2.1,3.13,1.9,0.17,0.16,0.56,0.09
04-13,Seep,34.4467,-120.49101,Point Conception,New,n/a,0,> 6,-23.1,0.24,3.4,0,50,1.1,2.4,0.89,0.15,0.49,0.42,0.73,2.8,3.45,1.9,0.09,0.2,0.66,0.09
04-14,Seep,34.44495,-120.50635,Point Conception,New,n/a,0,> 6,-23.2,0.26,3.4,0,52,1.2,2.4,0.87,0.16,0.47,0.42,0.74,0.7,1.22,2,1.5,0.06,0.2,0.09
04-15,Seep,34.44648,-120.50677,Point Conception,New,Excellent,22,> 5,-23.2,0.25,3.3,0,46,1.5,2.5,0.89,0.15,0.48,0.42,0.73,0.48,0.71,1.8,1.3,0.04,0.1,0.08
04-16,Seep,34.43965,-120.47426,Point Conception,New,n/a,0,> 6,-22.8,0.22,3.3,0,57,0.72,2.4,0.87,0.16,0.53,0.43,0.74,0.85,16.67,1.9,0.38,1,3.3,0.09
04-17,Seep,34.43926,-120.47388,Point Conception,New,Excellent,22,> 5,-23.1,0.23,3.3,0,57,1.8,2.4,0.88,0.16,0.49,0.42,0.74,0.47,0.71,1.8,1.6,0.03,0.11,0.09
04-18,Seep,34.43886,-120.47377,Point Conception,New,Excellent,22,> 5,-23.1,0.24,3.3,0,67,2,2.5,0.85,0.17,0.49,0.43,0.73,0.46,0.67,1.8,1.5,0.03,0.11,0.1
04-20,Seep,34.4388,-120.47388,Point Conception,New,n/a,0,> 5,-23.2,0.23,3.5,0,46,1.2,2.3,0.85,0.16,0.49,0.43,0.73,0.55,1,1.9,1.4,0.05,0.16,0.08
04-22,Seep,34.43152,-120.45888,Point Conception,New,No fit,32,> 5,-23.2,0.45,3,0,41,0,0,0.87,0.17,0.48,0.45,0.67,0.45,1,1.8,4.2,0.08,0.27,0.13
04-23,Seep,34.43902,-120.47024,Point Conception,New,n/a,0,> 6,-23.2,0.23,2.7,0,63,0,0,0,0.17,0.49,0.42,0.7,0.65,5.56,1.7,2.5,0.29,0.91,0.11
04-25,Seep,34.4387,-120.47171,Point Conception,New,Excellent,22,> 5,-23.1,0.23,3.3,0,52,1.7,2.4,0.85,0.16,0.5,0.43,0.73,0.5,0.77,1.9,1.6,0.03,0.12,0.09
04-26,Seep,34.4386,-120.47199,Point Conception,New,Excellent,22,> 5,-23,0.22,3.4,0,56,1.6,2.5,0.81,0.16,0.51,0.43,0.74,0.49,0.71,1.9,1.6,0.03,0.11,0.09
04-27,Seep,34.43593,-120.41906,Point Conception,New,n/a,0,> 5,-23.3,0.53,3.5,0,19,0.28,0.89,0.86,0.16,0.47,0.4,0.74,0.45,1.09,1.6,1.3,0.09,0.14,0.15
04-29,Seep,34.43591,-120.41889,Point Conception,New,n/a,0,> 5,-23.2,0.5,3.4,0,17,0.3,0.89,0.84,0.15,0.45,0.4,0.74,0.44,1.1,1.6,1.3,0.09,0.13,0.14
04-30,Seep,34.43576,-120.41864,Point Conception,New,Good,22,> 5,-23.1,0.3,3.3,0.74,64,3.2,3.4,0.83,0.17,0.49,0.43,0.71,0.61,0.77,1.8,2.3,0.04,0.14,0.12
04-32,Seep,34.43589,-120.41908,Point Conception,New,No fit,22,> 5,-23.2,0.5,3.4,0,18,0.31,0.88,0.79,0.17,0.43,0.4,0.73,0.44,1.04,1.6,1.2,0.09,0.14,0.15
04-33,Seep,34.44227,-120.26557,Sacate,New,Good,13,> 5,0,0.48,4.6,0,32,0.62,1.2,0.91,0.22,0.31,0.63,0.77,0.36,0.59,1.2,0.31,0.04,0.06,0.14
04-33R,Seep,34.44208,-120.26552,Sacate,New,Good,212,> 5,-23.3,0.5,4.3,0,30,0.6,1.1,0.95,0.22,0.31,0.63,0.78,0.39,0.59,1.2,0.31,0.04,0.06,0.15
04-273,Seep,34.40072,-119.88068,Coal Oil Point,New,n/a,0,> 5,-23,0.4,3.9,0,81,0.8,2.3,0.75,0.17,0.45,0.56,0.71,0.54,1.25,1.8,2.7,0.28,0.41,0.24
04-322,Seep,34.41812,-119.59918,Loon Point,New,Excellent,12,> 5,0,1.12,3.9,0.65,1,0.05,0.16,1.2,0.26,0.25,0.67,0.91,0.35,0.56,0.57,0,0.04,0.02,0.31
05-12,Oil,34.35039,-120.27918,Heritage diluent,New,Excellent,12,> 5,-23.3,1,4.3,1,3,0.14,0.17,1.1,0.26,0.23,0.67,0.83,0.34,0.48,0.48,0,0.06,0.05,0.39
05-220,Seep,36.69867,-123.20395,Monterey Canyon,New,Excellent,22,> 5,-23.3,0.24,3.4,0,64,1.5,2,0.83,0.16,0.53,0.43,0.75,0.49,0.71,1.7,1.6,0.03,0.1,0.11
05-224,Seep,36.66377,-123.08735,Monterey Canyon,New,Excellent,22,> 5,-23.2,0.23,3.4,1,77,1.4,2.1,0.85,0.16,0.52,0.45,0.74,0.46,0.71,1.7,1.5,0.03,0.1,0.1
05-225,Seep,36.66377,-123.08735,Monterey Canyon,New,Excellent,22,> 5,-23.1,0.23,3.2,0,79,1.6,2.2,0.81,0.15,0.52,0.42,0.74,0.45,0.71,1.7,1.6,0.03,0.11,0.1
05-226,Seep,36.66377,-123.08735,Monterey Canyon,New,No fit,33,> 5,-22.5,0.21,2.9,0,172,2.8,3.1,0.66,0.12,0.74,0.37,0.68,0.51,0.71,2,0.43,0.03,0.11,0.1
05-337,Seep,34.4028,-119.90517,Coal Oil Point,New,n/a,0,> 6,0,0.56,6.1,0.88,5,0.65,1.1,0.88,0.28,0.29,0.67,0.85,0.55,3.57,1.3,4,0.67,0.46,0.15
05-338,Seep,34.40273,-119.9057,Coal Oil Point,New,n/a,0,> 6,0,0.53,4.4,0,24,0,0,0.79,0.29,0.33,0.67,0.75,0.47,1.05,1.3,1.4,0.37,0.32,0.21
05-339,Seep,34.3941,-119.87853,Coal Oil Point,New,n/a,0,> 6,0,0.48,3.1,0,27,0,0,0.74,0.29,0.37,0.63,0.57,0.48,1.1,1.4,1.4,0.31,0.31,0.2
05-340,Seep,34.39333,-119.87813,Coal Oil Point,New,n/a,0,> 6,0,0.48,1.5,0,0,0,0,0,0.39,0.47,0.71,0.43,0.38,1.79,0,2,1.6,1.5,0.39
05-342,Seep,34.40273,-119.9057,Coal Oil Point,New,n/a,0,> 6,0,0.56,5.8,0.81,6,0.68,1.1,0.89,0.27,0.3,0.67,0.85,0.57,3.33,1.3,3.8,0.68,0.44,0.15
05-346,Tar,34.43833,-120.26713,Sacate,New,n/a,0,> 6,0,0.38,4.1,0,37,0.38,1.1,0.96,0.24,0.31,0.56,0.73,8.2,16.67,1.3,0.86,1.2,1.7,0.12
05-347,Seep,34.34396,-119.87521,Coal Oil Point,New,Fair,211,> 5,0,0.37,4.8,0,9,0.38,1.2,0.84,0.24,0.37,0.56,0.81,0.47,0.77,1.5,0.93,0.09,0.1,0.1
06-5,Seep,34.4182,-119.59897,Loon Point,New,Excellent,12,> 5,0,1.15,4.1,0,1,0.05,0.15,1.2,0.32,0.24,0.66,0.94,0.34,0.56,0.52,0,0.04,0.03,0.35
06-62,Seep,34.3929,-119.87688,"Near Trilogy seep, UCSB",New,Excellent,211,> 5,0,0.36,4.9,1.2,0,1.1,1.3,0.83,0.19,0.38,0.59,0.85,0.5,0.67,1.3,0.84,0.07,0.09,0.19
06-63,Seep,34.39397,-119.87912,"Near Trilogy seep, UCSB",New,Excellent,211,> 5,0,0.36,5,1.2,0,1.1,1.4,0.85,0.19,0.41,0.58,0.85,0.49,0.67,1.4,0.81,0.07,0.09,0.19
06-64,Seep,34.40468,-119.89783,"Near Trilogy seep, UCSB",New,Excellent,211,> 5,0,0.36,5,1.2,0,1.1,1.4,0.81,0.18,0.4,0.54,0.83,0.49,0.71,1.5,0.84,0.08,0.09,0.16
06-65,Seep,34.41007,-119.90023,"Near Trilogy seep, UCSB",New,Excellent,211,> 5,0,0.37,5.3,1.2,1,1.1,1.5,0.84,0.17,0.4,0.58,0.84,0.47,0.67,1.5,0.84,0.07,0.09,0.15
06-66,Seep,34.4074,-119.89465,"Near Trilogy seep, UCSB",New,No fit,212,> 5,0,0.33,5.1,0,7,0.53,1.4,0.85,0.19,0.39,0.59,0.81,0.49,0.83,1.6,0.49,0.08,0.11,0.11
06-67,Seep,34.4074,-119.89465,"Near Trilogy seep, UCSB",New,Excellent,211,> 5,0,0.37,5.1,0,2,0.79,1.5,0.85,0.2,0.39,0.56,0.82,0.48,0.71,1.6,0.83,0.07,0.09,0.11
06-68,Seep,34.4089,-119.89483,"Near Trilogy seep, UCSB",New,No fit,211,> 5,0,0.43,5.3,1.1,0,0.47,1.4,0.85,0.16,0.39,0.63,0.84,0.46,0.77,1.4,0.84,0.1,0.09,0.16
06-69,Seep,34.40903,-119.8948,"Near Trilogy seep, UCSB",New,Excellent,211,> 5,0,0.45,5.4,1.2,0,0.88,1.3,0.85,0.19,0.35,0.6,0.88,0.46,0.67,1.3,0.67,0.09,0.08,0.21
06-70,Seep,34.41213,-119.8873,"Near Trilogy seep, UCSB",New,Excellent,211,> 5,0,0.4,5.3,1.2,0,0.95,1.4,0.81,0.15,0.4,0.61,0.84,0.45,0.71,1.5,0.78,0.08,0.09,0.15
06-71,Seep,34.41183,-119.88698,"Near Trilogy seep, UCSB",New,Excellent,211,> 5,0,0.4,5.3,1.3,1,1,1.4,0.84,0.17,0.38,0.57,0.85,0.45,0.67,1.5,0.74,0.08,0.08,0.14
06-72,Seep,34.4067,-119.88148,"Near Trilogy seep, UCSB",New,Excellent,211,> 5,0,0.37,4.9,1.2,0,0.93,1.4,0.84,0.2,0.41,0.57,0.81,0.47,0.67,1.5,0.85,0.07,0.09,0.15
06-73,Seep,34.4067,-119.88148,"Near Trilogy seep, UCSB",New,Excellent,211,> 5,0,0.37,5.1,1.2,0,1,1.4,0.84,0.16,0.4,0.58,0.83,0.46,0.67,1.5,0.79,0.07,0.08,0.16
06-74,Tar,34.4071,-119.87843,Coal Oil Point,New,Excellent,211,> 5,0,0.38,5.1,1.1,1,0.84,1.3,0.85,0.19,0.38,0.6,0.85,0.49,0.71,1.5,0.81,0.08,0.09,0.14
06-75,Tar,34.40712,-119.87822,Coal Oil Point,New,No fit,212,> 5,0,0.43,5.3,0,2,0.6,1.3,0.85,0.19,0.36,0.62,0.85,0.47,0.83,1.4,0.84,0.11,0.1,0.13
06-76,Tar,34.40773,-119.87717,Coal Oil Point,New,Excellent,211,> 5,0,0.45,5.5,1.2,1,0.96,1.1,0.84,0.22,0.34,0.61,0.84,0.46,0.67,1.2,0.64,0.09,0.08,0.21
06-77,Tar,34.40713,-119.87803,Coal Oil Point,New,Excellent,211,> 5,0,0.38,5.3,1.2,1,1.1,1.4,0.84,0.2,0.38,0.61,0.84,0.44,0.67,1.5,0.72,0.08,0.08,0.15
06-78,Tar,34.40075,-119.87743,Coal Oil Point,New,Excellent,211,> 5,0,0.37,5,1.1,1,1.1,1.4,0.83,0.19,0.39,0.56,0.82,0.49,0.71,1.3,0.76,0.07,0.09,0.17
06-79,Tar,34.4071,-119.87843,Coal Oil Point,New,Excellent,211,> 5,0,0.38,5,1.2,1,1.1,1.4,0.85,0.19,0.38,0.59,0.83,0.49,0.67,1.6,0.84,0.07,0.09,0.16
06-80,Tar,34.40722,-119.87862,Coal Oil Point,New,Excellent,14,> 5,0,0.45,5.6,1.1,1,0.95,1.2,0.86,0.23,0.33,0.64,0.84,0.46,0.67,1.2,0.64,0.09,0.08,0.21
06-81,Tar,34.40745,-119.87893,Coal Oil Point,New,Excellent,22,> 5,0,0.29,4.1,1.1,2,1.6,2,0.82,0.18,0.46,0.5,0.79,0.49,0.67,1.8,1.3,0.05,0.1,0.12
06-82,Tar,34.40757,-119.87913,Coal Oil Point,New,Excellent,211,> 5,0,0.45,5.4,1.2,1,0.95,1.1,0.85,0.23,0.35,0.63,0.87,0.45,0.63,1.3,0.63,0.09,0.08,0.22
06-83,Tar,34.40757,-119.87913,Coal Oil Point,New,Excellent,211,> 5,0,0.38,4.9,1.1,1,1.2,1.5,0.84,0.22,0.4,0.56,0.83,0.51,0.71,1.6,0.86,0.07,0.09,0.15
06-84,Tar,34.40712,-119.87893,Coal Oil Point,New,Excellent,14,> 5,0,0.43,5.3,1.1,1,0.99,1.2,0.88,0.22,0.34,0.65,0.86,0.44,0.67,1.3,0.6,0.09,0.08,0.18
06-85,Tar,34.40712,-119.87893,Coal Oil Point,New,Good,211,> 5,0,0.36,5.1,0,2,0.79,1.5,0.85,0.2,0.39,0.56,0.82,0.48,0.67,1.6,0.83,0.07,0.09,0.11
07-1,Tar,36.80057,-121.78933,Moss,New,Excellent,22,> 5,0,0.25,3.9,1.1,3,2.6,2.7,0.71,0.13,0.66,0.38,0.74,0.57,0.83,1.7,0.77,0.04,0.1,0.16
07-5,Tar,36.80043,-121.78945,Moss,New,Excellent,212,> 5,-22.3,0.36,5.2,1.2,1,1.7,1.7,0.76,0.18,0.44,0.54,0.76,0.48,0.67,1.3,0.67,0.04,0.08,0.21
07-7,Tar,36.80109,-121.78912,Moss,New,Excellent,34,> 5,-22.6,0.22,2.7,0.99,1,3.8,4.3,0.67,0.09,0.91,0.28,0.69,0.55,0.77,2.3,0.71,0.03,0.14,0.1
07-8,Tar,36.61964,-121.94159,Asilomar,New,Excellent,33,> 5,-22.7,0.24,3.4,1,4,3.4,3.6,0.64,0.1,0.87,0.31,0.75,0.6,0.77,2,1.2,0.03,0.14,0.12
07-9,Tar,36.61972,-121.94161,Asilomar,New,Good,32,> 5,-22.9,0.29,3.6,0.98,4,2.5,2.9,0.63,0.13,0.65,0.39,0.71,0.53,0.77,2.3,1.6,0.03,0.17,0.11
07-12,Tar,36.61964,-121.94171,Asilomar,New,Excellent,33,> 5,-22.4,0.19,3.4,1.1,5,3.7,4.6,0.66,0.08,1,0.27,0.73,0.58,0.83,2,1.1,0.03,0.14,0.1
07-14,Tar,37.47611,-122.44937,Half Moon Bay,New,Excellent,33,> 5,-22.7,0.2,3.5,1.1,5,3.6,4.5,0.65,0.08,1,0.26,0.74,0.58,0.83,2,1.1,0.03,0.14,0.1
07-15,Tar,37.47594,-122.44922,Half Moon Bay,New,Excellent,33,> 5,-22.5,0.22,3.3,1,4,3.4,3.8,0.64,0.1,0.89,0.3,0.75,0.59,0.77,2,1.2,0.03,0.13,0.12
07-16,Tar,37.4766,-122.44972,Half Moon Bay,New,Excellent,33,> 5,-22.4,0.23,3.3,1,4,3.4,4,0.65,0.1,0.92,0.3,0.75,0.6,0.77,2,1.2,0.03,0.13,0.12
07-18,Tar,37.47468,-122.44889,Half Moon Bay,New,Excellent,22,> 5,-22.6,0.3,4.9,0,3,1.8,1.9,0.74,0.17,0.5,0.52,0.75,0.49,0.71,1.8,0.77,0.04,0.09,0.18
